CaseID,weight,tm_start,tm_finish,duration,DOV_MANCHECK,XTESS171,XPARTY3,XPARTY7,xideo,XREL1,XREL2,XPCM0160,XPP10035,XPH1ANXI,Q1_Sentence1,Q1_Sentence2,Q1_Sentence3,Q1_Sentence4,Q1_Sentence5,Q1_Sentence6,Q1_Sentence1_Refused,Q1_Sentence2_Refused,Q1_Sentence3_Refused,Q1_Sentence4_Refused,Q1_Sentence5_Refused,Q1_Sentence6_Refused,Q2_Sentence1,Q2_Sentence2,Q2_Sentence3,Q2_Sentence4,Q2_Sentence5,Q2_Sentence6,Q2_Sentence1_Refused,Q2_Sentence2_Refused,Q2_Sentence3_Refused,Q2_Sentence4_Refused,Q2_Sentence5_Refused,Q2_Sentence6_Refused,Q3,Q4,Q5A_OptA_Genre,Q5A_OptB_Genre,Q5B_OptA_Genre,Q5B_OptB_Genre,Q5C_OptA_Genre,Q5C_OptB_Genre,Q5A_OptA_Topic,Q5A_OptB_Topic,Q5B_OptA_Topic,Q5B_OptB_Topic,Q5C_OptA_Topic,Q5C_OptB_Topic,Q5A_OptA_Style,Q5A_OptB_Style,Q5B_OptA_Style,Q5B_OptB_Style,Q5C_OptA_Style,Q5C_OptB_Style,Q5A_OptA_Medium,Q5A_OptB_Medium,Q5B_OptA_Medium,Q5B_OptB_Medium,Q5C_OptA_Medium,Q5C_OptB_Medium,Q5A_OptA_Length,Q5A_OptB_Length,Q5B_OptA_Length,Q5B_OptB_Length,Q5C_OptA_Length,Q5C_OptB_Length,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,DOV_Q7Q8Q9_Order,Q7,Q8,Q9,ppage,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,pprent,ppstaten,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,ppnet
1376,.7568,18dec2014 01:54:43,18dec2014 02:06:42,11,2,3,2,7,2,3,5,32,1,2,I enjoyed the cuddly panda bears,The polar bears took a chilly dip in their pond.,The children rode the hump back camels.,The colorful pink ostriches were fun to see.,All the monkeys were flying from limb to limb.,The reptiles were slithering & scary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,62,9,2,1,2,1,2,1,13,1,1,2,1,31,0,0,0,0,2,5,1
1377,1.61,18dec2014 01:57:18,18dec2014 02:05:51,8,2,3,2,5,5,1,5,22,3,2,While walking by the elephants we seen them eating.,Every time I visit the monkeys they're always playing around.,The white tigers are my favorite.,Can you believe alligators used to be endangered?,I wonder if they are feeding the lions enough meat.,All the antelope have different spots.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,31,12,4,2,2,1,5,1,13,1,1,3,2,59,0,1,2,0,2,1,0
1378,.7675999999999999,18dec2014 01:58:49,18dec2014 02:13:53,15,2,9,2,7,6,1,3,32,2,2,,,,,,,,,,,,,i love yorkies,,,,,,,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,50,9,2,4,2,1,2,3,6,3,0,3,2,74,0,0,0,0,2,6,0
1379,.6798999999999999,18dec2014 01:59:57,18dec2014 02:03:14,3,2,5,1,3,1,3,4,19,3,2,The seals swam violently,Tigers play together,The giraffe is real tall,Lions are meat eaters,I like how strong the crocodile is,Birds make a big mess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,45,10,3,4,1,1,3,3,17,1,1,4,2,93,0,0,0,1,2,1,1
1380,.8743,18dec2014 02:00:37,18dec2014 02:03:32,2,2,5,1,2,6,1,4,15,3,1,I saw the monkeys in the trees,the baboons threww food at me,The lions roar is very loud,the penguins were swimming,i enjoyed the reptile building,the giant turtles were cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,53,10,3,1,1,1,1,1,5,2,1,3,1,57,0,0,0,0,1,1,0
1381,1.0117,18dec2014 02:00:55,18dec2014 02:05:16,4,2,5,1,3,6,2,3,1,1,2,The purple leopard ate a smaller cat.,I watched a vulture fly across his cage.,The white tiger urinated on the glass of his cage.,Monkeys are always my favorite part of the visit.,Peacocks roamed free in one area.,The most magnificent animal was the two headed water buffalo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,45,13,4,4,2,1,2,1,19,1,1,3,1,63,0,0,0,0,2,1,1
1382,1.7039,18dec2014 02:01:03,18dec2014 02:08:28,7,2,1,2,5,4,3,4,32,2,2,The baby elephant played with his mother all day.,I saw a monkey climbing to the top of a tree.,The hippopotamus is one of the largest animals in the area.,Lion looked ferociously at the crowd of people watching them.,The tigers were sleeping when we went to look in their cages.,Giraffes raised their necks until they could see across the entire park.,,,,,,,,,,,,,,,,,,,,,1,2,3,2,1,2,3,8,14,10,4,8,1,3,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,,,,,,,"Q7,Q8,Q9",1,3,1,19,9,2,1,1,0,3,1,17,5,1,1,1,14,0,0,0,0,3,7,1
1383,1.593,18dec2014 02:03:45,18dec2014 02:29:52,26,2,9,2,7,3,1,5,32,2,2,,,,,,,,,,,,,The dolphins jolly swim,fish in the pool tube,joke with the dolphins,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,62,10,3,2,2,1,1,1,9,2,1,4,1,88,0,0,0,0,1,5,1
1384,.9856,18dec2014 02:03:49,18dec2014 02:18:10,14,2,10,1,1,6,2,5,32,2,2,,,,,,,,,,,,,I viewed striped tigers.,The fox sported red fur.,The ostrich strutted mightily.,I liked the cows spots.,The chimps looked silly.,Every owl did hoot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,56,9,2,1,2,1,5,1,19,1,1,4,1,86,0,0,3,0,2,7,1
1385,.9608,18dec2014 02:04:22,18dec2014 02:11:25,7,1,9,2,6,3,3,3,32,1,2,,,,,,,,,,,,,The tiger jumped up.,I liked the reptile house.,I strolled by the wolves.,My kids loved the hippos.,The horses were loud.,There were lots of frogs.,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,35,13,4,1,2,1,4,1,18,1,1,4,2,91,0,2,0,0,2,7,1
1386,2.0919,18dec2014 02:05:13,18dec2014 02:16:28,11,2,10,1,3,4,9,2,16,3,2,,,,,,,,,,,,,i see there the squirrel,the hippo is busy,there is zero frogs where i go,owls look from the trees,crocodiles move from the mud,tigers climb to the top of the hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,23,9,2,4,1,0,2,1,4,6,1,4,2,91,0,0,0,0,2,1,1
1387,2.1338,18dec2014 02:07:05,18dec2014 02:16:29,9,2,1,2,7,4,11,4,32,4,2,The gorrilla house was so real!,Seeing the penguins play under the water was so much fun.,I was afraid of the Lions because they were looking very hungry.,My favorite creatures were the colorful chameleons.,My least favorite animal were the creepy snakes.,Oh!  I almost forgot how cool the dolphins were!,,,,,,,,,,,,,,,,,,,,,3,3,1,3,1,3,13,12,4,11,5,11,1,3,3,1,1,3,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,,,,,,,"Q9,Q8,Q7",5,5,4,29,9,2,4,2,1,5,1,8,6,0,1,1,23,0,1,2,0,2,4,1
1388,.9114,18dec2014 02:07:08,18dec2014 02:22:31,15,2,10,1,1,7,3,2,32,2,2,,,,,,,,,,,,,The. tiger growled,The pig smiled,The cow gives milk,The sheep sleeps,The roo's jumps,The kids skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,68,10,3,1,1,1,2,1,12,1,0,3,1,62,0,0,0,0,2,5,1
1390,.6831,18dec2014 02:08:42,21dec2014 03:08:14,4379,2,10,1,3,4,3,6,20,3,2,,,,,,,,,,,,,The hippo is huge.,Mice hid by flowers.,Big Grizzly is tired.,Octopus uses eight legs.,Dog got through the bushes.,I fed some geckos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,55,10,3,1,1,0,4,1,17,3,1,1,1,22,0,0,0,0,4,1,1
1391,.6259,18dec2014 02:09:22,18dec2014 02:11:27,2,2,9,2,6,4,5,6,3,4,2,,,,,,,,,,,,,Pndas re cool,Horses re cool,Zebras re cool,hth,dhnn,djtj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,42,12,4,1,2,1,6,1,8,1,1,2,1,35,0,1,2,0,3,1,1
1392,2.2723,18dec2014 02:09:41,18dec2014 03:02:16,52,1,10,1,1,4,2,3,32,1,2,,,,,,,,,,,,,I SWIM WITH THE OTTERS.,I PETTED THE GOOSE.,I FED THE FISHES.,I RODED THE HORSES.,I LOOK FOR BIG DEERS.,"I GOT SICK, WHEN I FED THE TURTLES.",,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,53,9,2,1,1,1,1,4,5,5,1,3,1,56,0,0,0,0,1,6,0
1393,.5548999999999999,18dec2014 02:10:30,18dec2014 02:19:23,8,2,9,2,6,4,5,4,8,3,2,,,,,,,,,,,,,I like the pigs.,I smelled horses.,The turtles were cool.,I loved the wild dogs.,The birds were loud.,Spiders were everywhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,31,13,4,1,2,1,2,1,17,1,1,3,1,59,0,0,0,0,2,1,1
1395,.7371,18dec2014 02:12:56,18dec2014 02:31:14,18,2,10,1,3,4,3,2,2,3,2,,,,,,,,,,,,,I like to see the tigers sit by the flowers,You will see chimps chimpout !,Otters swim very well.,People should feed the birds,You will see horses outside the zoo,The loudest sounds comes from the bird exhibits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,56,9,2,1,2,0,4,1,14,1,1,3,1,72,0,0,0,0,4,1,1
1397,.7363,18dec2014 02:15:01,18dec2014 02:22:15,7,2,10,1,2,5,3,2,32,4,2,,,,,,,,,,,,,There were six ugly hippos.,I pet the sheep.,There were lots of reptiles.,The white crocodile showed its white teeth.,The striped tiger looked ferocious.,The spider protected her web.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,21,10,3,1,2,0,5,1,16,5,1,3,1,72,0,0,0,1,4,7,1
1398,.606,18dec2014 02:16:09,04jan2015 01:13:56,24417,2,10,1,3,5,2,5,29,1,2,,,,,,,,,,,,,"While skipping through the exhibit, I looked up to see butterflies hug the trees.",Porpoises jumped through hoops while the crowd cheered.,The sloth sucked eggs while I jeered.,The fish seemed to blow kisses to me.,The owl seemed to fly out of the tree beside our tour bus.,The wooly sheep looked like he kissed the rock.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,63,13,4,1,2,1,2,2,18,1,1,2,1,32,0,0,0,0,2,2,1
1399,.4981,18dec2014 02:16:22,18dec2014 02:25:18,8,2,10,1,1,6,3,4,19,2,2,,,,,,,,,,,,,Eels looked very cool,Cows jumped off the rocks,Otters were looked through the box,We got to swim with the octopuses,There were big crocodiles there too,Smelly pigs rolled through the mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,31,13,4,1,1,1,2,1,15,1,1,3,1,58,0,0,0,0,2,1,1
1400,2.1972,18dec2014 02:17:43,18dec2014 03:22:39,64,1,5,2,5,4,3,5,32,2,4,The  birds were chiripping away in their cages,Feeding time is 3:00 p.m. at the lion cages.,Elephants are the largest animals in the park.,The hippos love rolling around in mud.,In the park the kids have fun riding the camels.,The seals are one of the main attractions to see.,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,68,9,2,1,2,0,1,1,5,2,1,1,1,21,0,0,0,0,1,5,0
1401,.6643,18dec2014 02:17:55,18dec2014 03:06:52,48,2,1,1,2,6,2,3,32,1,2,The gorillas turned away and covered their ears when the children shrieked at their antics.,"In their icy habitat, penguins ceaselessly frolicked.",Giraffes strained to reach ever higher for leaves on the denuded tree.,Prairie dogs dove into their dens on sighting the circling birds.,Macaws glided from branch to branch in the walk-through aviary.,Ducks would rapidly turn on the children and send them to their mothers.,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,5,1,10,5,10,3,3,2,3,3,3,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,,,,,,,"Q8,Q7,Q9",1,2,3,68,12,4,1,1,1,2,1,16,1,1,3,1,74,0,0,0,0,2,5,1
1402,1.8699,18dec2014 02:18:46,18dec2014 02:24:56,6,2,5,2,6,4,11,4,32,3,2,I saw the stripe tigers,the elephants have long trunks,the girrafes have long necks,the monkeys swang from the trees,the rinos have long horns,the osteich have long necks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,62,9,2,1,2,1,2,1,13,1,1,4,1,93,0,0,0,0,2,5,0
1403,.721,18dec2014 02:19:05,18dec2014 02:31:01,11,2,5,2,7,2,12,3,32,4,2,"The monkeys were very active and playful, to the delight of the children.","Although less boisterous, the orangutans seemed more human than the other primates.","The flamingos were easily seen among the ducks, on account of their height and plumage.",I found the penguins to be the most entertaining animals in the aquarium.,"Parents cringed and teenagers laughed when the lions began copulating: most children, however, had no idea what was happening.","The polar bear languished in the summer heat, clearly out of his element.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,46,9,2,1,1,1,3,3,10,1,1,2,1,41,0,1,0,0,2,7,1
1404,2.5564,18dec2014 02:19:46,18dec2014 02:25:41,5,1,12,2,6,4,1,3,29,3,2,,,,,,,,,,,,,The frogs ribbtits.,The ducks swim.,The sky is pretty.,The people looked.,The pet slepted.,The zoo closed.,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,31,9,2,2,2,1,3,3,1,5,1,3,3,58,0,1,1,0,1,1,0
1406,1.6729,18dec2014 02:20:15,18dec2014 02:30:23,10,2,2,1,3,4,8,6,19,4,2,When I entered  I saw lions,When I walked  I saw birds,After lunch I saw tigers,Then I visited the bears,After a snack I saw the turtles,Finally I saw the elephants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,35,9,2,1,2,1,3,1,6,5,0,3,1,74,0,0,0,0,3,2,1
1407,1.1782,18dec2014 02:20:24,18dec2014 02:28:13,7,2,12,2,6,3,3,2,8,2,2,,,,,,,,,,,,,The ox jumped up,fowl were,wolves slept,tigers were fierce,eels brightly lit,colorful turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,45,11,3,4,2,0,5,1,17,1,1,2,1,33,0,0,1,2,2,1,1
1409,.6736,18dec2014 02:22:35,18dec2014 02:33:12,10,2,7,1,3,4,13,5,1,2,2,I enjoyed seeing the lions.,Where's the aquarium with the fish?,My favorite animal was the red panda.,Polar bears are good swimmers.,The lions are intriguing.,Tigers have cool stripes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,40,12,4,1,1,1,2,2,18,6,1,1,2,22,0,0,0,0,2,1,1
1410,.6906,18dec2014 02:23:20,18dec2014 02:41:17,17,2,13,1,2,4,3,3,32,3,2,,,,,,,,,,,,,I liked the tigers.,The hippo is big.,The hippo's home is wet.,Birds fly.,I took pictures of the reptiles.,I love turtles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,59,9,2,1,2,1,2,1,14,1,1,3,1,59,0,0,0,0,2,6,1
1411,.7164,18dec2014 02:24:15,18dec2014 02:36:34,12,2,7,1,1,7,2,2,32,1,2,I saw eithe emus eating eucalyptus leaves.,The elephants were dancing with the egrets.,A lion was licking a lemon lollypop.,"I spotted a leopard wearing a plaid jacket and thought, how odd.",A learned owl kept asking the same question - who?,A limping lemur was seen leaning on a lamp post.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,75,13,4,1,1,1,2,1,16,1,1,3,1,73,0,0,0,0,2,5,1
1412,.6057,18dec2014 02:25:19,18dec2014 02:40:32,15,2,12,2,5,3,3,5,32,2,2,,,,,,,,,,,,,Look ! I see tigers,Do you see the owls?,Mice hide from the birds up high.,Hippos blow bubbles.,Elk stomp the dirt.,Striped deer peek through the trees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,74,10,3,1,2,0,3,1,10,2,1,4,1,93,0,0,0,0,3,5,1
1413,1.1094,18dec2014 02:25:41,18dec2014 02:31:36,5,2,13,2,5,4,2,5,29,3,2,,,,,,,,,,,,,what the fuck,n,b,a,u,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,27,9,2,1,2,0,3,1,14,5,1,4,1,92,0,0,0,0,3,1,1
1414,.6612,18dec2014 02:25:50,18dec2014 03:17:19,51,2,14,1,2,4,1,2,32,3,2,,,,,,,,,,,,,The tiger cubs seem restless.,Look there were some deer.,There were white sheep with lots of wool to cut.,Those wild horses seem to be lost without the cowboys.,Look the mouse is  up the side of the log.,Red foxes poked out to see us with their sly eyes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,65,9,2,1,2,1,1,1,6,2,1,3,1,56,0,0,0,0,1,5,0
1415,.6866,18dec2014 02:27:13,18dec2014 02:38:42,11,2,6,2,6,4,3,5,32,4,1,"After eating popcorn, I saw a monkey jump out of the tree.",That giarffe was pretty tall just like the man that was walking on stilts.,The loud roar of that lion really scared the pants off of me.,"Some sheeps looked like skunks, black and white .",The elephants were chasing the birds.,The polar bears were sitting on a big piece of ice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,58,10,3,1,2,1,2,1,16,1,1,1,1,22,0,0,0,0,2,5,1
1416,3.2261,18dec2014 02:27:50,29dec2014 22:16:41,17028,2,13,1,3,2,13,6,32,2,2,,,,,,,,,,,,,The hippo chilled by the pod while I loitered.,I eyed the turtles while I sipped pop.,Bulls coveted my hot dog.,Butterflies followed me home from the zoo.,Geese flew over my legs.,I discovered sloths poop by the tree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,18,7,1,4,1,0,6,1,11,5,1,4,2,93,0,1,1,1,3,4,1
1417,.9529,18dec2014 02:28:43,18dec2014 02:32:17,3,1,5,2,6,2,13,6,1,2,2,after my hot dog I saw a girafe,close to the gate are the elephants,near the entrance are the pinguins,after lunch we saw the koala,and we moved to see the pandas,and we finished in the tent to see the butterflies,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,24,13,4,1,2,1,4,1,14,5,1,3,1,56,0,0,1,1,2,1,1
1418,1.1549,18dec2014 02:29:04,21dec2014 04:29:43,4440,2,4,1,3,5,3,4,23,2,2,Before i saw the tigers I went to get food.,I had to go to the restroom before seeing the elephants.,The drink I got tasted good while I visited the crocodiles.,It was a long walk to get to the polar bear enclosure.,After that I rested in front of the seal area.,Then I made my way to see the giraffes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,20,9,2,1,1,0,4,1,9,5,1,3,1,56,0,0,0,0,4,1,1
1419,.3998,18dec2014 02:30:22,18dec2014 03:05:23,35,1,13,1,1,4,11,5,32,1,2,,,,,,,,,,,,,I viewed my bird when  she rompted..,We should  love reptils too. very well ..,Who said we should love those fish for  life?,My little buddy is a girl monkey..,My rat is  five years of  pure joy.,"I  love horses too, ,do you?",,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,78,13,4,1,2,1,1,4,4,3,1,4,1,92,0,0,0,0,1,5,0
1422,.4842,18dec2014 02:31:41,02jan2015 21:16:57,22725,2,1,2,6,3,2,4,32,2,2,We stopped and bought food to feed the elephants.,I walked over the bridge to see the seals.,We saw the otters swimming underwater.,The lions sauntered out of their den toward us.,The monkeys were swinging on the ropes in their cage.,We stopped at the gift shop on our way out to buy a stuffed toy.,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,7,7,12,9,9,8,1,1,2,3,2,3,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,,,,,,,"Q9,Q8,Q7",3,3,3,62,9,2,1,2,1,1,4,6,2,1,1,1,11,0,0,0,0,1,6,1
1424,.6657,18dec2014 02:34:06,18dec2014 02:56:32,22,2,13,1,3,6,3,2,3,2,2,,,,,,,,,,,,,The tigers were sleepy.,Butterflies flew up to the treetops.,Do you believe the hippo is obese?,The crocodile showed its wet eyes.,I thought I spotted some wild dogs.,Pigs swim through mud - who would of thought it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,69,12,4,1,1,1,2,1,15,1,1,2,1,43,0,0,0,0,2,1,0
1425,.661,18dec2014 02:36:51,18dec2014 02:49:42,12,2,14,1,3,3,2,3,19,3,1,,,,,,,,,,,,,We strolled by the wolf.,I liked the tigers.,The frogs were cool.,The fish were best.,The crocodile used his teeth to bite.,There were some turtles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,36,12,4,1,1,1,4,2,16,1,1,2,1,31,1,1,0,0,2,1,1
1426,.5659,18dec2014 02:40:34,18dec2014 02:46:07,5,2,4,1,1,6,1,1,32,1,2,Elephants are unique animals.,Tigers are quite interesting.,I enjoy watching birds.,Have you seen my dog?,Monkeys are my favorite animal .,Come watch the lions with me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,65,11,3,1,2,1,2,1,16,1,1,3,1,57,0,0,0,0,2,5,1
1427,.8646,18dec2014 02:41:46,20dec2014 21:12:27,3990,2,1,1,1,6,13,1,32,2,2,If I could only ride that elephant.,I love the monkeys.,The bear is so lonely.,The seal can swim so good.,The animals stink.,Those snakes scare me.,,,,,,,,,,,,,,,,,,,,,2,3,1,3,3,3,10,14,5,13,14,14,1,2,3,1,3,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,,,,,,,"Q7,Q8,Q9",3,4,2,76,9,2,1,2,1,2,1,13,1,1,3,1,64,0,0,0,0,2,5,1
1428,.7927,18dec2014 02:42:32,18dec2014 02:50:10,7,2,1,2,5,5,2,5,9,1,2,The tigers were sleeping.,The alligator was hiding.,The children were allowed to pet the goats.,One of the flamingos was stolen.,The jaguar was pacing back and forth.,There were two tapirs.,,,,,,,,,,,,,,,,,,,,,1,3,3,1,1,3,4,13,12,6,3,14,2,3,1,3,1,3,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,,,,,,,"Q8,Q7,Q9",1,2,3,49,14,4,1,1,1,3,1,16,1,1,3,1,64,0,1,0,0,2,1,1
1429,.6883,18dec2014 02:42:52,30dec2014 03:44:42,17341,2,14,2,5,4,13,6,23,4,2,,,,,,,,,,,,,cows sleep,dogs lick,turtles cry,gerbils poop,Fish swim,horses kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,21,10,3,1,2,0,2,1,13,6,1,2,1,41,0,0,0,0,2,1,1
1430,.7851,18dec2014 02:43:22,21dec2014 18:15:31,5252,2,2,2,6,2,5,6,15,2,2,My son enjoyed watching the snakes interact with one another.,The mama bear seemed very tired.,The monkeys didn't pay any attention to us.,The tiger seemed very powerful and strong.,The lion was very loud.,The camels were eating while we were watching them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,42,9,2,1,1,1,1,3,13,5,1,2,2,33,0,0,0,0,1,1,1
1431,1.0084,18dec2014 02:44:32,18dec2014 03:01:13,16,2,1,1,3,6,2,1,16,1,2,"Last Tuesday we went to Milwaukee with the grandkids to see Samson, the gorilla.",He was in the cage with a couple of Macaws.,Our favorites to see are the monkies.,The bird house door was left open and the flamingos were running all over the place.,They finally coralled them at the hippo pond.,We bought some stuffed pandas for the grandchildren to take home.,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,2,9,11,3,9,7,8,2,2,3,3,2,3,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,,,,,,,"Q7,Q9,Q8",1,2,3,66,10,3,1,1,1,2,1,11,1,1,2,1,35,0,0,0,0,2,1,1
1432,1.2078,18dec2014 02:47:00,18dec2014 03:49:25,62,2,8,1,1,6,1,6,32,1,2,,,,,,,,,,,,,THE OX WERE VERY BIG,THERE WERE LOTS OF DOGS TO SEE,THE COWS WERE VERY HUGE,THE PIGS LOOKED HOT,THE SHEEP VERY PRETTY,THE WOLFS COMSUME LOTS OF FOOD,,,,,,,,,1,2,2,2,3,1,6,7,10,7,11,2,1,3,1,2,3,3,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,,,,,,,"Q7,Q8,Q9",1,3,3,72,9,2,1,1,1,2,1,7,1,1,3,1,63,0,0,0,0,2,5,0
1433,.3875,18dec2014 02:47:01,18dec2014 03:01:45,14,2,2,2,7,4,3,5,32,2,1,I saw lions pacing their area.,As I turned a corner there was a monkey in a tree.,"There was a Polar bear, eating a fish from an ice pond.","The Eagles were nesting,but keeping an eye on me.",Baby tiger cubs were playing as I watched.,Girraffe's were twisting their long necks around the tree to pluck off the leaves.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,57,9,2,5,2,1,6,4,2,3,0,4,2,92,0,0,0,0,6,6,1
1434,.4489,18dec2014 02:48:52,18dec2014 03:25:42,36,2,2,2,7,7,1,5,29,1,2,The Panda bear rolled like a ball when his food was put in the cage !,A Donkey gave each child a ride for free !,"The animal trainer was in his office when , the little boy let the Bear out !",A snake a big snake ate a whole rat !,The Lions ate a lot of raw meat !,"The Tiger tryed to get me , when I went by to look at a her babies , I went home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,64,9,2,1,2,1,1,1,8,2,1,4,1,93,0,0,0,0,1,2,0
1437,.7452,18dec2014 02:50:32,18dec2014 02:54:39,4,1,2,2,5,4,2,2,25,4,2,The monkeys were playing.,The lions were loud.,The elephants were huge!,We saw some awesome Cougars.,The giraffes were eating trees.,The prairie dogs were busy digging holes.,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,43,9,2,1,1,1,2,1,16,1,0,2,1,35,0,0,0,0,2,1,1
