StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,IC,gender,age,edu1,attention1,interest,TV,news,vote,LRself,RFself,PSself,GRself,LOself,LRparty_1,LRparty_2,LRparty_3,LRparty_4,LRparty_5,LRparty_6,LRparty_7,LRparty_25,LRparty_26,LRtime_First Click,LRtime_Last Click,LRtime_Page Submit,LRtime_Click Count,RFparty_1,RFparty_2,RFparty_3,RFparty_4,RFparty_5,RFparty_6,RFparty_7,RFparty_8,RFparty_9,RFtime_First Click,RFtime_Last Click,RFtime_Page Submit,RFtime_Click Count,PSparty_1,PSparty_2,PSparty_3,PSparty_4,PSparty_5,PSparty_6,PSparty_7,PSparty_8,PSparty_9,PStime_First Click,PStime_Last Click,PStime_Page Submit,PStime_Click Count,GRparty_1,GRparty_2,GRparty_3,GRparty_4,GRparty_5,GRparty_6,GRparty_7,GRparty_8,GRparty_9,GRparty_First Click,GRparty_Last Click,GRparty_Page Submit,GRparty_Click Count,LOparty_1,LOparty_2,LOparty_3,LOparty_4,LOparty_5,LOparty_6,LOparty_7,LOparty_8,LOparty_9,LOtime_First Click,LOtime_Last Click,LOtime_Page Submit,LOtime_Click Count,manipulation_1,manipulation_2,manipulation_3,manipulation_4,manipulation_5,manipulation_6,manipulation_7,manipulation_DO_1,manipulation_DO_2,manipulation_DO_3,manipulation_DO_4,manipulation_DO_5,manipulation_DO_6,manipulation_DO_7,LRCtrl_1,LRCtrl_2,LRCtrl_3,LRCtrl_4,LRCtrl_5,LRCtrl_6,LRCtrl_7,LRCtrl_8,LRCtrl_9,LRCtrl_time_First Click,LRCtrl_time_Last Click,LRCtrl_time_Page Submit,LRCtrl_time_Click Count,RFCtrl_1,RFCtrl_2,RFCtrl_3,RFCtrl_4,RFCtrl_5,RFCtrl_6,RFCtrl_7,RFCtrl_8,RFCtrl_9,RFCtrl_time_First Click,RFCtrl_time_Last Click,RFCtrl_time_Page Submit,RFCtrl_time_Click Count,PSCtrl_1,PSCtrl_2,PSCtrl_3,PSCtrl_4,PSCtrl_5,PSCtrl_6,PSCtrl_7,PSCtrl_8,PSCtrl_9,PSCtrl_time_First Click,PSCtrl_time_Last Click,PSCtrl_time_Page Submit,PSCtrl_time_Click Count,GRCtrl_1,GRCtrl_2,GRCtrl_3,GRCtrl_4,GRCtrl_5,GRCtrl_6,GRCtrl_7,GRCtrl_8,GRCtrl_9,GRCtrl_time_First Click,GRCtrl_time_Last Click,GRCtrl_time_Page Submit,GRCtrl_time_Click Count,LOCtrl_1,LOCtrl_2,LOCtrl_3,LOCtrl_4,LOCtrl_5,LOCtrl_6,LOCtrl_7,LOCtrl_8,LOCtrl_9,LOCtrl_time_First Click,LOCtrl_time_Last Click,LOCtrl_time_Page Submit,LOCtrl_time_Click Count,prime,integration,interior,environment,justice,leftCtrl,leftCtrl_time_First Click,leftCtrl_time_Last Click,leftCtrl_time_Page Submit,leftCtrl_time_Click Count,rightCtrl,rightCtrl_time_First Click,rightCtrl_time_Last Click,rightCtrl_time_Page Submit,rightCtrl_time_Click Count,leftTreat,leftTreat_time_First Click,leftTreat_time_Last Click,leftTreat_time_Page Submit,leftTreat_time_Click Count,rightTreat,rightTreat_time_First Click,rightTreat_time_Last Click,rightTreat_time_Page Submit,rightTreat_time_Click Count,know1,know1_DO_1,know1_DO_2,know1_DO_3,know1_DO_4,know1_DO_5,know2,attention2,attention2_DO_1,attention2_DO_2,attention2_DO_3,attention2_DO_4,attention2_DO_5,know3,know3_DO_1,know3_DO_2,know3_DO_3,know3_DO_4,know3_DO_5,rid,Q_TotalDuration,exp1,party,exp2,direction,FL_32_DO_FL_34,FL_32_DO_FL_36,FL_32_DO_FL_104,FL_32_DO_FL_105,FL_32_DO_FL_106,FL_39_DO_FL_44,FL_39_DO_FL_107,FL_39_DO_FL_108,FL_39_DO_FL_109,FL_101_DO_Experiment1-Refugees,FL_101_DO_Experiment1-PublicSector,FL_101_DO_Experiment1-Environment,FL_101_DO_Experiment1-LawandOrder,FL_102_DO_Experiment1-RefugeesControl,FL_102_DO_Experiment1-PublicSectorControl,FL_102_DO_Experiment1-EnvironmentControl,FL_102_DO_Experiment1-LawandOrderControl,FL_62_DO_FL_63,FL_62_DO_FL_103,FL_62_DO_FL_110,FL_64_DO_FL_65,FL_64_DO_FL_111,PoliticalAttitudes_DO_LOself,PoliticalAttitudes_DO_GRself,PoliticalAttitudes_DO_RFself,PoliticalAttitudes_DO_LRself,PoliticalAttitudes_DO_PSself
2018-05-23 16:09:10,2018-05-23 16:20:53,0,100,703,1,2018-05-23 16:20:54,R_1JWyibk2sHER83m,anonymous,DA,1,1,71,10,5,3,8,8,1,7,2,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,5,9,10,9,5,10,9.862,93.554,94.795,46,4,4,11,2,11,7,11,3,11,10.233,52.659,53.426,43,5,5,9,5,11,9,11,5,10,3.094,46.42,49.452,33,5,5,11,6,11,10,11,4,10,11.275,64.782,66.505,37,4,5,9,3,11,8,10,3,10,6.524,43.392,44.205,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17.101,39.383,40.566,10,NA,NA,NA,NA,NA,3,1,3,4,2,5,179,2,1,4,3,2,5,1,1,4,3,2,5,5b05ca0f-efee-4041-9040-62d227bfd40b,703,control,Radikale Venstre,har et klart oenske om,1,1,NA,NA,NA,NA,4,1,2,3,NA,NA,NA,NA,4,3,1,2,NA,1,NA,1,NA,2,5,3,1,4
2018-05-23 16:29:14,2018-05-23 16:29:46,0,100,32,1,2018-05-23 16:29:46,R_3M0fGXPv2vYDjvI,anonymous,DA,1,2,23,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05cee5-4115-4dac-b98a-5894134056c0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:21:27,2018-05-23 16:29:50,0,100,502,1,2018-05-23 16:29:50,R_3nUGX56ndNmbpqx,anonymous,DA,1,2,52,10,5,4,6,5,10,9,1,5,5,1,6,6,6,6,6,4,8,3,2,8.957,44.311,45.279,27,6,6,6,1,1,7,1,8,6,2.8,29.641,32.729,29,5,7,7,8,4,1,5,5,6,2.395,36.782,37.729,32,6,11,7,5,11,11,5,6,11,6.251,42.943,43.994,40,2,9,6,1,9,8,1,8,9,4.859,43.503,45.516,33,NA,1,NA,NA,1,NA,NA,6,3,2,4,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.017,16.747,18.351,6,NA,NA,NA,NA,NA,3,4,1,3,2,5,50,2,1,3,2,4,5,5,1,4,2,3,5,5b05cd12-2583-4fed-ab92-8f16f96b76f5,502,allerede har dannet,Radikale Venstre,paa ingen maade oensker,1,NA,NA,1,NA,NA,4,1,3,2,3,4,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,5,4,2,1,3
2018-05-23 16:30:57,2018-05-23 16:31:55,0,100,57,1,2018-05-23 16:31:55,R_sTlq7MmeSTumsWl,anonymous,DA,1,2,55,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05cf4b-a53e-4f0a-a62d-34ae54b89ba7,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:38:30,2018-05-23 16:39:26,0,100,55,1,2018-05-23 16:39:27,R_YRqinzMjkqiMXvj,anonymous,DA,1,2,49,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d0f9-3aa1-4531-a8ed-c6147b5f59c8,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:45:09,2018-05-23 16:47:11,0,100,121,1,2018-05-23 16:47:11,R_30dGvgJPKKQqpyF,anonymous,DA,1,1,67,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d1ed-2df3-4e4d-add7-013df77f9515,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:47:21,2018-05-23 16:48:05,0,100,44,1,2018-05-23 16:48:05,R_DM2cJlzTE7MNDYB,anonymous,DA,1,1,42,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d319-d55c-44e7-a91a-9c09b61ea96a,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:48:08,2018-05-23 16:49:19,0,100,71,1,2018-05-23 16:49:20,R_3k5ur79Pjx0yXXy,anonymous,DA,1,2,45,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d265-1ea7-40af-8f73-e2695afe4f2b,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:54:25,2018-05-23 16:55:10,0,100,45,1,2018-05-23 16:55:11,R_3KGStDSthuNtEuX,anonymous,DA,1,1,47,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d4c0-c5c9-48c0-a747-1d674af41d04,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:52:46,2018-05-23 16:56:41,0,100,235,1,2018-05-23 16:56:41,R_1oAOeR3R3BDGMVz,anonymous,DA,1,2,55,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d2cc-e65b-4c4f-aa9b-f0846b605e1f,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:55:46,2018-05-23 16:56:48,0,100,62,1,2018-05-23 16:56:49,R_1rpkYLF6K9PE7uA,anonymous,DA,1,2,66,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d4cb-fc90-4dc2-b1cc-a4016c4b59a7,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-23 16:23:00,2018-05-23 16:57:35,0,100,2075,1,2018-05-23 16:57:35,R_2f0rIuURY0DncwV,anonymous,DA,1,1,52,3,5,2,5,3,8,8,4,7,8,8,8,9,7,8,2,6,1,7,3,21.718,252.472,252.554,34,3,3,7,2,8,4,9,4,8,14.011,190.379,194.33,30,4,2,6,5,8,5,9,5,8,7.422,118.884,120.129,23,6,4,8,7,10,7,10,6,9,3.379,95.777,96.718,24,4,3,5,3,8,6,9,3,8,11.714,201,202.095,57,1,1,NA,NA,NA,NA,NA,1,2,3,6,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.199,170.146,171.754,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,2,5,175,2,3,4,2,1,5,1,4,2,3,1,5,5b05cd34-171f-4054-b1be-629bbd53d131,2075,umuligt kan danne,Liberal Alliance,control,2,NA,NA,NA,NA,1,2,4,3,1,3,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,1,3,4,5,1,2
2018-05-23 16:58:20,2018-05-23 17:07:23,0,100,542,1,2018-05-23 17:07:23,R_cPhfUsMKTDzavO9,anonymous,DA,1,2,22,9,5,3,2,1,11,12,2,8,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,12,12,12,12,12,12,12.293,22.208,23.202,10,12,12,12,10,12,12,12,12,12,19.564,38.212,39.177,9,12,12,12,12,12,12,12,12,12,7.123,12.096,13.96,9,12,12,12,12,12,12,12,12,12,6.17,13.428,15.25,11,12,12,12,12,12,12,12,12,12,6.938,12.807,14.821,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,48.233,48.233,49.127,1,NA,NA,NA,NA,NA,5,3,4,1,2,5,ved ikke,5,1,2,3,4,5,5,4,2,3,1,5,5b05d5a6-620c-416a-9a86-c57619938777,542,control,Radikale Venstre,har et klart oenske om,1,1,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,NA,1,4,2,3,NA,1,NA,1,NA,3,4,5,1,2
2018-05-16 17:02:46,2018-05-16 17:08:40,0,30,353,0,2018-05-23 17:09:07,R_vNCkcUCP13dlVNn,anonymous,DA,1,2,47,9,5,3,1,8,5,1,12,11,11,11,11,11,8,11,12,7,1,11,4,15.119,125.083,127.071,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afc9c11-e46e-4a63-97ad-5f2134ff5cba,353,allerede har dannet,Liberal Alliance,NA,NA,NA,1,NA,NA,NA,2,4,3,1,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,5
2018-05-23 17:09:14,2018-05-23 17:10:54,0,100,100,1,2018-05-23 17:10:54,R_2wMOBgGr8dKkRlA,anonymous,DA,1,2,55,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b05d82c-070b-49fe-8bb0-e199efe8e54d,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
